Component, GAV, License, URL, Scope, Path
Web Fragments for Atlassian Plugins,com.atlassian.plugins:atlassian-plugins-webfragment:6.0.1:jar,BSD,https://www.atlassian.com/public-pom/atlassian-plugins-webfragment-parent/atlassian-plugins-webfragment/,binary,
WebDAV Plugin,com.atlassian.confluence.extra.webdav:webdav-plugin:18.5.7:atlassian-plugin,The BSD 2-Clause License,https://www.atlassian.com/public-pom/confluence-public-plugins/webdav-plugin/,binary,
winp,org.jvnet.winp:winp:1.17-atlassian1:jar,MIT License,http://www.atlassian.com/atlassian-public-pom/winp/,binary,
Woodstox,com.fasterxml.woodstox:woodstox-core:6.4.0:bundle,Apache License 2.0,https://github.com/FasterXML/woodstox,binary,
Woodstox,com.fasterxml.woodstox:woodstox-core:6.5.0:bundle,Apache License 2.0,https://github.com/FasterXML/woodstox,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/com.fasterxml.woodstox/woodstox-core
Woodstox,org.codehaus.woodstox:woodstox-core-asl:4.2.1:jar,Apache License 2.0,http://woodstox.codehaus.org,binary,
WSDL4J,wsdl4j:wsdl4j:1.5.1:jar,Common Public License 1.0,http://sf.net/projects/wsdl4j,binary,
WSDL4J,wsdl4j:wsdl4j:1.6.3:jar,CPL,http://www.opensource.org/licenses/cpl1.0.txt,binary,
xalan,xalan:xalan:2.7.3:jar,Apache License 2.0,https://xalan.apache.org/,binary,
xerces-bridge,net.sourceforge.nekohtml:xerces-bridge:1.9.22-atlassian-3:jar,The Apache Software License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
xerces-bridge-2-0,net.sourceforge.nekohtml:xerces-bridge-2-0:1.9.22-atlassian-3:jar,The Apache Software License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
xerces-bridge-2-2,net.sourceforge.nekohtml:xerces-bridge-2-2:1.9.22-atlassian-3:jar,The Apache Software License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
xerces-bridge-2-3,net.sourceforge.nekohtml:xerces-bridge-2-3:1.9.22-atlassian-3:jar,The Apache Software License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Xerces2-j,xerces:xercesImpl:2.12.2:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
XML Commons External Components XML APIs Extensions,xml-apis:xml-apis-ext:1.3.04:jar,Apache License 2.0,http://xml.apache.org/commons/components/external/,binary,
XML Commons External Components XML APIs,xml-apis:xml-apis:1.4.01:jar,Apache License 2.0,http://xml.apache.org/commons/components/external/,binary,
Xml Compatibility extensions for Jackson,org.codehaus.jackson:jackson-xc:1.9.14-atlassian-6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
XML Pull Parsing API,xmlpull:xmlpull:1.1.3.1:jar,Public Domain,http://www.xmlpull.org/v1/download/unpacked/LICENSE.txt,binary,
XmlBeans,org.apache.xmlbeans:xmlbeans:3.1.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/xmlbeans-3.1.0.jar
XmlBeans,org.apache.xmlbeans:xmlbeans:5.1.1:jar,Apache License 2.0,https://xmlbeans.apache.org/,binary,
xmlrpc,xmlrpc:xmlrpc:2.0+xmlrpc61.1+sbfix:jar,Apache License 2.0,,binary,
xmlrpc-supplementary-character-support,com.atlassian.xmlrpc:xmlrpc-supplementary-character-support:0.2:jar,Apache License 2.0,https://maven.atlassian.com/public/licenses/LICENSE-2.0.txt,binary,
xmlstreambuffer,com.sun.xml.stream.buffer:streambuffer:1.5.10:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
XStream Core,com.thoughtworks.xstream:xstream:1.4.20:jar,BSD License,https://github.com/x-stream/xstream/blob/XSTREAM_1_4_18/LICENSE.txt,binary,
Zip4j,net.lingala.zip4j:zip4j:2.11.5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Zipkin Core Library,io.zipkin.zipkin2:zipkin:2.23.2:jar,Apache License 2.0,https://raw.githubusercontent.com/openzipkin/zipkin/2.23.2/LICENSE,binary,
Zipkin Reporter Brave,io.zipkin.reporter2:zipkin-reporter-brave:2.16.3:jar,Apache License 2.0,https://raw.githubusercontent.com/openzipkin/zipkin-reporter-java/2.16.3/LICENSE,binary,
Zipkin Reporter Spring Factory Beans,io.zipkin.reporter2:zipkin-reporter-spring-beans:2.16.3:jar,Apache License 2.0,https://github.com/openzipkin/zipkin-reporter-java,binary,
Zipkin Reporter: Core,io.zipkin.reporter2:zipkin-reporter:2.16.3:jar,Apache License 2.0,https://github.com/openzipkin/zipkin-reporter-java,binary,
zstd-jni,com.github.luben:zstd-jni:1.5.5-5:jar,BSD License,https://github.com/luben/zstd-jni,binary,
